
fun_coils#751 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.2e-02, ║∇J coils║=3.2e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=1.7e-07, J_CURVATURE=5.5e-07, J_MSC=5.7e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=4.1e-10 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.7, 1.6, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.4, 10.1], coils dofs=6.805299319604728, 6.793429315305431, 6.715227660155595, -7.0117856774062, -0.10659616140868704, -0.06520539952984138
fun_coils#752 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.2e-02, ║∇J coils║=1.1e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=1.8e-07, J_CURVATURE=3.4e-08, J_MSC=5.7e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=1.5e-09 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.7, 1.6, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.4, 10.1], coils dofs=6.805231587848423, 6.793410227680589, 6.715736348376304, -7.011136771714708, -0.10621726202418275, -0.06501790762608042
fun_coils#753 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.1e-02, ║∇J coils║=3.7e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=1.7e-07, J_CURVATURE=1.6e-07, J_MSC=5.7e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.7, 1.6, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.4, 10.1], coils dofs=6.80526851428219, 6.79342058536941, 6.715329416860108, -7.01172446704874, -0.10655720567060309, -0.06516855185885047
fun_coils#754 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.2e-02, ║∇J coils║=1.7e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=1.7e-07, J_CURVATURE=4.8e-08, J_MSC=5.7e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.7, 1.6, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.4, 10.1], coils dofs=6.805250166747744, 6.793415438973372, 6.715531607790804, -7.011432460502616, -0.10638829881645605, -0.06509370167788513
fun_coils#755 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.2e-02, ║∇J coils║=1.2e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=1.7e-07, J_CURVATURE=4.1e-08, J_MSC=5.7e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.7, 1.6, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.4, 10.1], coils dofs=6.805247327936895, 6.793396500103175, 6.715351682736483, -7.011758847225965, -0.10656900600086612, -0.06517644813531406
fun_coils#756 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.2e-02, ║∇J coils║=2.1e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=1.5e-07, J_CURVATURE=4.2e-08, J_MSC=5.6e-02, J_ALS=5.4e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.7, 1.6, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.4, 10.0], coils dofs=6.805167680601741, 6.793331219876877, 6.715385118338451, -7.0119962640174185, -0.10669165282821108, -0.06520798959886963
fun_coils#757 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.2e-02, ║∇J coils║=1.2e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=1.4e-07, J_CURVATURE=3.6e-08, J_MSC=5.6e-02, J_ALS=5.4e-09, J_LENGTH_PENALTY=2.6e-11 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.7, 1.6, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.4, 10.0], coils dofs=6.805179365247636, 6.793324404878712, 6.715123380590254, -7.012418135257296, -0.1069437273825865, -0.06532385967909257
fun_coils#758 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.3e-02, ║∇J coils║=1.3e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=1.2e-07, J_CURVATURE=1.1e-07, J_MSC=5.6e-02, J_ALS=5.4e-09, J_LENGTH_PENALTY=4.8e-09 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.7, 1.6, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.3, 10.1], coils dofs=6.805231755394114, 6.7933108517044944, 6.714272469311331, -7.013713532336698, -0.10769619897861797, -0.06568864970040426
fun_coils#759 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.3e-02, ║∇J coils║=1.0e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=1.1e-07, J_CURVATURE=4.6e-08, J_MSC=5.5e-02, J_ALS=5.4e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.7, 1.6, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.3, 10.0], coils dofs=6.805238274249132, 6.793314202315716, 6.71420746298852, -7.013793647164536, -0.10773813249791006, -0.06571761918148637
fun_coils#760 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.3e-02, ║∇J coils║=1.9e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=7.8e-08, J_CURVATURE=5.5e-08, J_MSC=5.5e-02, J_ALS=5.4e-09, J_LENGTH_PENALTY=9.4e-09 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.7, 1.6, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.3, 10.1], coils dofs=6.805290105821731, 6.793296677951009, 6.713302647363337, -7.015162204947386, -0.10852881089118611, -0.06611278305975325
fun_coils#761 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.2e-02, ║∇J coils║=3.9e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=3.9e-08, J_CURVATURE=2.9e-07, J_MSC=5.4e-02, J_ALS=5.4e-09, J_LENGTH_PENALTY=3.8e-07 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.1, curvature=[1.8, 1.6, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.2, 10.1], coils dofs=6.805293249270646, 6.793219408892881, 6.712099854073217, -7.017223549834008, -0.10971067240441419, -0.06668789056108623
fun_coils#762 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.3e-02, ║∇J coils║=1.4e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=6.2e-08, J_CURVATURE=5.1e-08, J_MSC=5.5e-02, J_ALS=5.4e-09, J_LENGTH_PENALTY=4.7e-08 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.7, 1.6, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.3, 10.1], coils dofs=6.805291189446921, 6.793270041380778, 6.712888014537184, -7.0158728019078405, -0.10893622801212906, -0.06631103694974227
fun_coils#763 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.3e-02, ║∇J coils║=1.7e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=6.0e-08, J_CURVATURE=1.1e-07, J_MSC=5.4e-02, J_ALS=5.4e-09, J_LENGTH_PENALTY=1.8e-08 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.8, 1.6, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.2, 10.1], coils dofs=6.805288973700802, 6.793241793370951, 6.712531168326935, -7.016494148225407, -0.1092838477523046, -0.06649287946912472
fun_coils#764 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.3e-02, ║∇J coils║=1.4e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=5.7e-08, J_CURVATURE=7.8e-08, J_MSC=5.5e-02, J_ALS=5.4e-09, J_LENGTH_PENALTY=1.4e-08 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.8, 1.6, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.2, 10.1], coils dofs=6.805313409284366, 6.793226363058529, 6.712051819471923, -7.017222968022631, -0.10968765547698368, -0.06672139378031558
fun_coils#765 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.3e-02, ║∇J coils║=1.3e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=5.3e-08, J_CURVATURE=3.7e-08, J_MSC=5.5e-02, J_ALS=5.4e-09, J_LENGTH_PENALTY=9.1e-10 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.8, 1.6, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.2, 10.1], coils dofs=6.805334695689502, 6.79324152680603, 6.711905053841035, -7.0174228364126, -0.10980670253834428, -0.06676806742255365
fun_coils#766 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.3e-02, ║∇J coils║=2.5e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=3.3e-08, J_CURVATURE=1.0e-07, J_MSC=5.5e-02, J_ALS=5.4e-09, J_LENGTH_PENALTY=1.2e-07 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.8, 1.6, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.1, 10.1], coils dofs=6.805495901100035, 6.793285242400786, 6.710177925560798, -7.019905616433918, -0.11124035158335999, -0.06743233870661566
fun_coils#767 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.3e-02, ║∇J coils║=5.0e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=4.0e-08, J_CURVATURE=4.8e-08, J_MSC=5.5e-02, J_ALS=5.4e-09, J_LENGTH_PENALTY=1.2e-08 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.8, 1.6, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.1, 10.1], coils dofs=6.805523683869045, 6.793298479897945, 6.7099957373975565, -7.020141915009192, -0.11136144262399508, -0.06748532213013915
fun_coils#768 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.3e-02, ║∇J coils║=1.2e-02, C-C-Sep=0.14 J_length=2.1e-07, J_CC=4.8e-08, J_CURVATURE=6.9e-08, J_MSC=5.6e-02, J_ALS=5.4e-09, J_LENGTH_PENALTY=1.1e-09 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.8, 1.6, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.1, 10.2], coils dofs=6.805578958688358, 6.793310075267084, 6.709398151891297, -7.0210090592344185, -0.1118529607809293, -0.06771188216399812
fun_coils#769 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.3e-02, ║∇J coils║=3.1e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=8.6e-08, J_CURVATURE=2.6e-07, J_MSC=5.7e-02, J_ALS=5.4e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.8, 1.6, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.1, 10.2], coils dofs=6.805627423023358, 6.793323577081903, 6.709014181199388, -7.021531797221191, -0.1121606382853169, -0.06783828446220332
fun_coils#770 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.3e-02, ║∇J coils║=8.4e-04, C-C-Sep=0.14 J_length=2.1e-07, J_CC=6.0e-08, J_CURVATURE=4.2e-08, J_MSC=5.6e-02, J_ALS=5.4e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.8, 1.6, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.1, 10.2], coils dofs=6.805596756794535, 6.79331503369133, 6.709257141988994, -7.021201030220741, -0.11196595267262503, -0.06775830231036964
fun_coils#771 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.3e-02, ║∇J coils║=2.0e-02, C-C-Sep=0.14 J_length=2.1e-07, J_CC=7.0e-08, J_CURVATURE=2.7e-07, J_MSC=5.7e-02, J_ALS=5.4e-09, J_LENGTH_PENALTY=2.8e-08 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.8, 1.6, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.1, 10.2], coils dofs=6.805637150384108, 6.793293381996008, 6.708433667700925, -7.022495788781987, -0.11270104470147171, -0.06811689378159201
fun_coils#772 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.3e-02, ║∇J coils║=4.8e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=6.5e-08, J_CURVATURE=1.0e-07, J_MSC=5.7e-02, J_ALS=5.4e-09, J_LENGTH_PENALTY=5.9e-09 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.8, 1.6, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.1, 10.2], coils dofs=6.805617012613372, 6.79330417620571, 6.708844201565204, -7.021850301432646, -0.11233457282059406, -0.06793812202816717
fun_coils#773 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.3e-02, ║∇J coils║=1.4e-02, C-C-Sep=0.14 J_length=2.1e-07, J_CC=9.3e-08, J_CURVATURE=1.3e-07, J_MSC=5.8e-02, J_ALS=5.4e-09, J_LENGTH_PENALTY=4.1e-08 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.8, 1.6, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.1, 10.2], coils dofs=6.8056265624879275, 6.7932836071477105, 6.708405786835101, -7.02257723484879, -0.11275761167109977, -0.06814418953758894
fun_coils#774 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.2e-02, ║∇J coils║=2.1e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=1.3e-07, J_CURVATURE=1.1e-07, J_MSC=5.8e-02, J_ALS=5.4e-09, J_LENGTH_PENALTY=3.7e-08 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.8, 1.6, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.1, 10.2], coils dofs=6.805654043916405, 6.793291616127749, 6.7080879586193145, -7.023035622659388, -0.11301966986089686, -0.06826202096144543
fun_coils#775 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.2e-02, ║∇J coils║=1.9e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=1.5e-07, J_CURVATURE=1.1e-07, J_MSC=5.8e-02, J_ALS=5.4e-09, J_LENGTH_PENALTY=4.4e-09 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.8, 1.7, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.1, 10.2], coils dofs=6.805723048380419, 6.793316375062672, 6.7074177450934105, -7.023960782387671, -0.11353959112789455, -0.06851664779130688
fun_coils#776 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.3e-02, ║∇J coils║=6.7e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.1e-07, J_CURVATURE=1.8e-07, J_MSC=6.0e-02, J_ALS=5.4e-09, J_LENGTH_PENALTY=1.1e-09 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.8, 1.7, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.1, 10.3], coils dofs=6.805784226908681, 6.793293760883991, 6.706214312125178, -7.025814657094101, -0.11456492673391067, -0.06903794830462766
fun_coils#777 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.4e-02, ║∇J coils║=5.4e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.0e-07, J_CURVATURE=1.6e-07, J_MSC=6.0e-02, J_ALS=5.4e-09, J_LENGTH_PENALTY=1.3e-11 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.8, 1.7, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.1, 10.3], coils dofs=6.805738943911288, 6.7932320514505085, 6.7060047627227375, -7.0263128465339815, -0.11482806883580415, -0.0691846624071539
fun_coils#778 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.3e-02, ║∇J coils║=1.2e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=1.9e-07, J_CURVATURE=1.2e-07, J_MSC=6.1e-02, J_ALS=5.4e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.0, curvature=[1.8, 1.7, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.1, 10.3], coils dofs=6.805656426765547, 6.793152766011342, 6.7060572133410785, -7.026498114422681, -0.11492632910493103, -0.06923658347413406
fun_coils#779 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.3e-02, ║∇J coils║=6.5e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.0e-07, J_CURVATURE=3.3e-07, J_MSC=6.3e-02, J_ALS=5.4e-09, J_LENGTH_PENALTY=1.7e-08 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.0, curvature=[1.9, 1.7, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.2, 10.3], coils dofs=6.80567080615917, 6.793100284437369, 6.705086748338546, -7.028144596397506, -0.11585592906160426, -0.06967857606031769
fun_coils#780 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.3e-02, ║∇J coils║=2.0e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=1.9e-07, J_CURVATURE=1.5e-07, J_MSC=6.1e-02, J_ALS=5.4e-09, J_LENGTH_PENALTY=9.3e-10 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.0, curvature=[1.8, 1.7, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.2, 10.3], coils dofs=6.805661481516711, 6.793134317298966, 6.705716068281063, -7.02707689798587, -0.11525310898074502, -0.06939195598828593
fun_coils#781 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.3e-02, ║∇J coils║=7.7e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=1.9e-07, J_CURVATURE=3.6e-07, J_MSC=6.3e-02, J_ALS=5.4e-09, J_LENGTH_PENALTY=9.0e-09 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.0, curvature=[1.9, 1.7, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.2, 10.4], coils dofs=6.805692800933686, 6.793104878358888, 6.704793909734345, -7.028588147430722, -0.1161031992980446, -0.06979226403113617
fun_coils#782 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.3e-02, ║∇J coils║=4.0e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=1.9e-07, J_CURVATURE=1.7e-07, J_MSC=6.2e-02, J_ALS=5.4e-09, J_LENGTH_PENALTY=2.6e-09 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.0, curvature=[1.8, 1.7, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.2, 10.3], coils dofs=6.80567430414613, 6.793122264564414, 6.705338523024706, -7.027695625710194, -0.11560114844523259, -0.06955584798191108
fun_coils#783 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.4e-02, ║∇J coils║=5.2e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=1.7e-07, J_CURVATURE=2.1e-07, J_MSC=6.3e-02, J_ALS=5.4e-09, J_LENGTH_PENALTY=2.8e-09 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[1.9, 1.7, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.2, 10.4], coils dofs=6.8056972190503915, 6.79310958285565, 6.704748154873953, -7.028667963100349, -0.11615117846063643, -0.06980336787323069
fun_coils#784 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.4e-02, ║∇J coils║=3.3e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=1.6e-07, J_CURVATURE=1.3e-07, J_MSC=6.3e-02, J_ALS=5.4e-09, J_LENGTH_PENALTY=6.2e-08 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.1, curvature=[1.9, 1.7, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.2, 10.3], coils dofs=6.805702584946284, 6.793114337274458, 6.704687520739549, -7.028776387045535, -0.11621722779216381, -0.06981966775778319
fun_coils#785 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.5e-02, ║∇J coils║=2.0e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=1.9e-07, J_CURVATURE=1.2e-07, J_MSC=6.3e-02, J_ALS=5.4e-09, J_LENGTH_PENALTY=1.3e-09 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.0, curvature=[1.9, 1.7, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.2, 10.3], coils dofs=6.805684183354856, 6.793106629742232, 6.704839166700612, -7.028582448145937, -0.11610562914138359, -0.06976402420578894
fun_coils#786 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.6e-02, ║∇J coils║=2.3e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.3e-07, J_CURVATURE=1.7e-07, J_MSC=6.5e-02, J_ALS=5.4e-09, J_LENGTH_PENALTY=9.7e-09 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.0, curvature=[1.9, 1.7, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.3, 10.4], coils dofs=6.805687905895341, 6.793082434905639, 6.704344660954839, -7.029453909063049, -0.1166094885789184, -0.06999202818899802
fun_coils#787 - J=1.2e-04, Jf=1.1e-04, ⟨B·n⟩=1.1e-02, B·n max=6.7e-02, ║∇J coils║=8.5e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.8e-07, J_CURVATURE=7.2e-07, J_MSC=6.7e-02, J_ALS=5.4e-09, J_LENGTH_PENALTY=2.4e-08 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.0, curvature=[1.9, 1.7, 4.1, 4.0], mean squared curvature=[1.2, 1.1, 8.3, 10.4], coils dofs=6.805703484292585, 6.793063842901479, 6.703663471524214, -7.030638783277249, -0.11730994960058833, -0.07029963230934348
fun_coils#788 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.6e-02, ║∇J coils║=3.0e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.5e-07, J_CURVATURE=1.9e-07, J_MSC=6.5e-02, J_ALS=5.4e-09, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.0, curvature=[1.9, 1.7, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.3, 10.4], coils dofs=6.805692619213101, 6.793076809806854, 6.704138563871086, -7.029812398360126, -0.11682141637368225, -0.07008509527034636
fun_coils#789 - J=1.2e-04, Jf=1.1e-04, ⟨B·n⟩=1.1e-02, B·n max=6.7e-02, ║∇J coils║=8.0e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.8e-07, J_CURVATURE=1.1e-06, J_MSC=6.8e-02, J_ALS=5.4e-09, J_LENGTH_PENALTY=5.3e-09 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.0, curvature=[1.9, 1.7, 4.1, 4.0], mean squared curvature=[1.2, 1.1, 8.4, 10.4], coils dofs=6.805752877154563, 6.793123011025574, 6.703571299668518, -7.0307284268932335, -0.1174070206861187, -0.07029915986542941
fun_coils#790 - J=1.2e-04, Jf=1.1e-04, ⟨B·n⟩=1.1e-02, B·n max=6.7e-02, ║∇J coils║=2.3e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.6e-07, J_CURVATURE=1.0e-07, J_MSC=6.6e-02, J_ALS=5.4e-09, J_LENGTH_PENALTY=8.9e-09 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.0, curvature=[1.9, 1.7, 4.0, 4.0], mean squared curvature=[1.2, 1.1, 8.3, 10.4], coils dofs=6.8057143703929635, 6.793093486961663, 6.703933799728795, -7.030143055214634, -0.11703280070608893, -0.07016236570801658
fun_coils#791 - J=1.2e-04, Jf=1.1e-04, ⟨B·n⟩=1.1e-02, B·n max=6.7e-02, ║∇J coils║=2.9e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.6e-07, J_CURVATURE=2.2e-07, J_MSC=6.8e-02, J_ALS=5.4e-09, J_LENGTH_PENALTY=1.1e-08 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.0, curvature=[1.9, 1.7, 4.0, 4.0], mean squared curvature=[1.2, 1.1, 8.4, 10.4], coils dofs=6.805723674642283, 6.793089008048306, 6.703619056201043, -7.030698806773021, -0.1173711484883578, -0.07031264759791997
fun_coils#792 - J=1.2e-04, Jf=1.1e-04, ⟨B·n⟩=1.1e-02, B·n max=6.7e-02, ║∇J coils║=2.2e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.6e-07, J_CURVATURE=1.1e-07, J_MSC=6.7e-02, J_ALS=5.4e-09, J_LENGTH_PENALTY=9.9e-09 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.0, curvature=[1.9, 1.7, 4.0, 4.0], mean squared curvature=[1.2, 1.1, 8.3, 10.4], coils dofs=6.805718975684677, 6.793091270049598, 6.703778012226711, -7.030418133617925, -0.1172002715233976, -0.07023675020895831
fun_coils#793 - J=1.2e-04, Jf=1.1e-04, ⟨B·n⟩=1.1e-02, B·n max=6.6e-02, ║∇J coils║=2.5e-02, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.5e-07, J_CURVATURE=2.7e-07, J_MSC=6.8e-02, J_ALS=5.4e-09, J_LENGTH_PENALTY=1.7e-08 Coil lengths=sum([7.0, 7.1, 3.5, 3.5])=21.0, curvature=[1.9, 1.7, 4.0, 4.1], mean squared curvature=[1.2, 1.1, 8.4, 10.4], coils dofs=6.805737718483296, 6.793087807842057, 6.703390715359261, -7.031040922984768, -0.11757303940149567, -0.07042264717020684
